FL,FR,RL,RR
78.525551,84.025185,52.390034,56.059227
78.361656,84.665375,51.899010,56.073963
78.590599,84.912727,51.670063,55.826603
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
79.048485,85.407448,51.212177,55.331886
78.651047,85.804886,50.954697,55.589367
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
79.106644,86.301910,50.499111,55.092342
79.106644,86.301910,50.499111,55.092342
79.106644,86.301910,50.499111,55.092342
79.106644,86.301910,50.499111,55.092342
79.506378,85.902176,50.754292,54.837162
79.277428,85.654808,50.983231,55.084522
79.676018,85.256218,51.239567,54.828190
79.676018,85.256218,51.239567,54.828190
79.676018,85.256218,51.239567,54.828190
79.445923,85.010010,51.469658,55.074406
79.843353,84.612579,51.727142,54.816917
79.612122,84.367523,51.958385,55.061977
79.612122,84.367523,51.958385,55.061977
79.612122,84.367523,51.958385,55.061977
79.215836,84.763809,51.699753,55.320610
79.215836,84.763809,51.699753,55.320610
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.026985,85.952660,50.923851,56.096508
78.026985,85.952660,50.923851,56.096508
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
77.458748,86.997185,50.182251,56.361805
77.458748,86.997185,50.182251,56.361805
78.081673,86.850563,50.214245,55.853512
78.081673,86.850563,50.214245,55.853512
78.081673,86.850563,50.214245,55.853512
77.458748,86.997185,50.182251,56.361805
77.458748,86.997185,50.182251,56.361805
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.441849,87.537796,49.889328,57.131035
76.441849,87.537796,49.889328,57.131035
76.441849,87.537796,49.889328,57.131035
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
78.026985,85.952660,50.923851,56.096508
78.253616,86.202316,50.697216,55.846848
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.253616,86.202316,50.697216,55.846848
78.026985,85.952660,50.923851,56.096508
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
77.458748,86.997185,50.182251,56.361805
77.458748,86.997185,50.182251,56.361805
77.458748,86.997185,50.182251,56.361805
77.683083,87.249153,49.957909,56.109844
77.683083,87.249153,49.957909,56.109844
77.907433,87.501122,49.733574,55.857880
77.907433,87.501122,49.733574,55.857880
78.131767,87.753082,49.509232,55.605911
77.907433,87.501122,49.733574,55.857880
77.683083,87.249153,49.957909,56.109844
77.284500,87.647736,49.701584,56.366173
77.061310,87.394623,49.924770,56.619286
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
77.856178,86.599754,50.439735,56.104324
77.856178,86.599754,50.439735,56.104324
77.856178,86.599754,50.439735,56.104324
77.856178,86.599754,50.439735,56.104324
77.856178,86.599754,50.439735,56.104324
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
77.630699,86.348946,50.665226,56.355141
77.630699,86.348946,50.665226,56.355141
78.026985,85.952660,50.923851,56.096508
78.026985,85.952660,50.923851,56.096508
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.819550,85.160095,51.441116,55.579243
79.048485,85.407448,51.212177,55.331886
79.445923,85.010010,51.469658,55.074406
79.445923,85.010010,51.469658,55.074406
79.445923,85.010010,51.469658,55.074406
79.048485,85.407448,51.212177,55.331886
78.819550,85.160095,51.441116,55.579243
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.195465,85.307861,51.410282,56.086380
77.800331,85.702995,51.150497,56.346169
77.573692,85.453331,51.377140,56.595837
77.179710,85.847313,51.116207,56.856766
76.954231,85.596504,51.341690,57.107574
76.954231,85.596504,51.341690,57.107574
77.347061,85.203674,51.603775,56.845490
77.347061,85.203674,51.603775,56.845490
77.739891,84.810837,51.865860,56.583405
77.739891,84.810837,51.865860,56.583405
77.967674,85.059349,51.638077,56.334904
77.967674,85.059349,51.638077,56.334904
78.195465,85.307861,51.410282,56.086380
78.195465,85.307861,51.410282,56.086380
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
79.048485,85.407448,51.212177,55.331886
78.651047,85.804886,50.954697,55.589367
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
79.048485,85.407448,51.212177,55.331886
79.048485,85.407448,51.212177,55.331886
79.048485,85.407448,51.212177,55.331886
79.048485,85.407448,51.212177,55.331886
79.048485,85.407448,51.212177,55.331886
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
79.106644,86.301910,50.499111,55.092342
79.106644,86.301910,50.499111,55.092342
79.334435,86.550423,50.271317,54.843826
79.334435,86.550423,50.271317,54.843826
79.106644,86.301910,50.499111,55.092342
78.878845,86.053391,50.726906,55.340851
78.878845,86.053391,50.726906,55.340851
78.651047,85.804886,50.954697,55.589367
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.195465,85.307861,51.410282,56.086380
78.195465,85.307861,51.410282,56.086380
77.967674,85.059349,51.638077,56.334904
77.967674,85.059349,51.638077,56.334904
78.195465,85.307861,51.410282,56.086380
78.423264,85.556374,51.182484,55.837875
78.651047,85.804886,50.954697,55.589367
78.878845,86.053391,50.726906,55.340851
79.106644,86.301910,50.499111,55.092342
79.106644,86.301910,50.499111,55.092342
79.106644,86.301910,50.499111,55.092342
79.735321,86.149529,50.525345,54.589798
79.735321,86.149529,50.525345,54.589798
79.735321,86.149529,50.525345,54.589798
79.506378,85.902176,50.754292,54.837162
79.277428,85.654808,50.983231,55.084522
79.277428,85.654808,50.983231,55.084522
79.048485,85.407448,51.212177,55.331886
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.819550,85.160095,51.441116,55.579243
78.590599,84.912727,51.670063,55.826603
78.195465,85.307861,51.410282,56.086380
77.967674,85.059349,51.638077,56.334904
77.967674,85.059349,51.638077,56.334904
78.195465,85.307861,51.410282,56.086380
78.195465,85.307861,51.410282,56.086380
78.423264,85.556374,51.182484,55.837875
78.423264,85.556374,51.182484,55.837875
78.651047,85.804886,50.954697,55.589367
78.651047,85.804886,50.954697,55.589367
78.480255,86.451981,50.470570,55.597183
78.480255,86.451981,50.470570,55.597183
78.307167,87.101387,49.988754,55.602699
78.307167,87.101387,49.988754,55.602699
77.683083,87.249153,49.957909,56.109844
77.683083,87.249153,49.957909,56.109844
77.061310,87.394623,49.924770,56.619286
77.061310,87.394623,49.924770,56.619286
76.441849,87.537796,49.889328,57.131035
76.441849,87.537796,49.889328,57.131035
76.441849,87.537796,49.889328,57.131035
77.061310,87.394623,49.924770,56.619286
77.061310,87.394623,49.924770,56.619286
77.061310,87.394623,49.924770,56.619286
77.458748,86.997185,50.182251,56.361805
77.856178,86.599754,50.439735,56.104324
78.081673,86.850563,50.214245,55.853512
78.480255,86.451981,50.470570,55.597183
78.878845,86.053391,50.726906,55.340851
78.480255,86.451981,50.470570,55.597183
77.856178,86.599754,50.439735,56.104324
77.856178,86.599754,50.439735,56.104324
77.234413,86.745232,50.406593,56.613773
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.614937,86.888390,50.371147,57.125519
76.219803,87.283524,50.111362,57.385303
75.997765,87.029259,50.333405,57.639572
75.997765,87.029259,50.333405,57.639572
75.775734,86.775002,50.555431,57.893833
76.168564,86.382172,50.817520,57.631744
75.945381,86.129051,51.040707,57.884865
76.337059,85.737373,51.303944,57.621628
76.112717,85.485413,51.528286,57.873592
76.337059,85.737373,51.303944,57.621628
76.337059,85.737373,51.303944,57.621628
76.168564,86.382172,50.817520,57.631744
76.168564,86.382172,50.817520,57.631744
76.391747,86.635277,50.594337,57.378639
76.391747,86.635277,50.594337,57.378639
76.391747,86.635277,50.594337,57.378639
75.997765,87.029259,50.333405,57.639572
75.997765,87.029259,50.333405,57.639572
75.997765,87.029259,50.333405,57.639572
76.391747,86.635277,50.594337,57.378639
76.391747,86.635277,50.594337,57.378639
76.561394,85.989349,51.079605,57.369659
76.561394,85.989349,51.079605,57.369659
76.954231,85.596504,51.341690,57.107574
76.954231,85.596504,51.341690,57.107574
76.728737,85.345695,51.567184,57.358387
76.728737,85.345695,51.567184,57.358387
76.503250,85.094879,51.792671,57.609207
76.503250,85.094879,51.792671,57.609207
76.728737,85.345695,51.567184,57.358387
76.954231,85.596504,51.341690,57.107574
76.785728,86.241302,50.855274,57.117699
77.010071,86.493256,50.630932,56.865734
77.234413,86.745232,50.406593,56.613773
77.234413,86.745232,50.406593,56.613773
76.838127,87.141510,50.147961,56.872402
76.838127,87.141510,50.147961,56.872402
76.441849,87.537796,49.889328,57.131035
76.441849,87.537796,49.889328,57.131035
76.441849,87.537796,49.889328,57.131035
75.824669,87.678665,49.851578,57.645088
75.824669,87.678665,49.851578,57.645088
75.209801,87.817230,49.811535,58.161442
75.209801,87.817230,49.811535,58.161442
75.824669,87.678665,49.851578,57.645088
76.838127,87.141510,50.147961,56.872402
77.234413,86.745232,50.406593,56.613773
78.253616,86.202316,50.697216,55.846848
78.878845,86.053391,50.726906,55.340851
78.480255,86.451981,50.470570,55.597183
77.856178,86.599754,50.439735,56.104324
77.856178,86.599754,50.439735,56.104324
77.234413,86.745232,50.406593,56.613773
76.838127,87.141510,50.147961,56.872402
75.824669,87.678665,49.851578,57.645088
75.209801,87.817230,49.811535,58.161442
74.204414,88.346321,49.507092,58.942177
73.595299,88.479134,49.461285,59.464283
72.597961,89.000168,49.148792,60.253082
72.988487,88.609642,49.413185,59.988697
73.379021,88.219109,49.677567,59.724308
73.379021,88.219109,49.677567,59.724308
73.769547,87.828583,49.941959,59.459915
74.160072,87.438057,50.206345,59.195534
74.770340,87.304092,50.250996,58.674572
75.382904,87.167831,50.293346,58.155918
75.603783,87.423241,50.072464,57.900509
76.219803,87.283524,50.111362,57.385303
76.838127,87.141510,50.147961,56.872402
76.441849,87.537796,49.889328,57.131035
75.824669,87.678665,49.851578,57.645088
75.034401,88.468925,49.332012,58.164654
74.421837,88.605186,49.289661,58.683311
74.027855,88.999168,49.028732,58.944248
73.025917,89.524811,48.720837,59.728432
72.240257,90.310478,48.196667,60.252602
71.245216,90.829216,47.881866,61.043701
70.461861,91.612572,47.355392,61.570175
69.473732,92.124397,47.033691,62.368187
69.678497,92.395935,46.828915,62.096649
69.490440,93.060295,46.362061,62.087204
69.694054,93.332970,46.158447,61.814529
69.502541,94.000778,45.695045,61.801624
69.705017,94.274628,45.492573,61.527786
70.101295,93.878349,45.751205,61.269154
71.099785,93.356155,46.062550,60.481510
71.497215,92.958717,46.320030,60.224030
72.501465,92.430771,46.625622,59.442139
72.900047,92.032188,46.881947,59.185806
73.298637,91.633591,47.138283,58.929478
73.697220,91.235016,47.394608,58.673149
74.494392,90.437843,47.907272,58.160484
74.892982,90.039261,48.163597,57.904156
75.291565,89.640671,48.419933,57.647827
75.074135,89.381798,48.637363,57.906693
74.856705,89.122940,48.854794,58.165565
74.027855,88.999168,49.028732,58.944248
73.811577,88.739159,49.245007,59.204262
73.595299,88.479134,49.461285,59.464283
73.595299,88.479134,49.461285,59.464283
73.595299,88.479134,49.461285,59.464283
73.811577,88.739159,49.245007,59.204262
73.811577,88.739159,49.245007,59.204262
73.811577,88.739159,49.245007,59.204262
74.421837,88.605186,49.289661,58.683311
75.252991,88.726654,49.113426,57.906933
75.869003,88.586937,49.152325,57.391735
76.708214,88.700340,48.968037,56.623417
77.329994,88.554863,49.001175,56.113968
77.730881,88.153976,49.255203,55.859940
78.532654,87.352203,49.763260,55.351883
78.933548,86.951309,50.017288,55.097855
79.735321,86.149529,50.525345,54.589798
80.136208,85.748650,50.779373,54.335770
80.074600,84.857635,51.495895,54.571861
79.612122,84.367523,51.958385,55.061977
79.776001,83.727325,52.449413,55.047253
79.311211,83.239525,52.914204,55.535057
79.236946,82.361183,53.643387,55.758492
79.704041,82.846703,53.176289,55.272972
79.937584,83.089447,52.942749,55.030228
80.404686,83.574959,52.475651,54.544712
80.638229,83.817703,52.242104,54.301956
81.105331,84.303223,51.775009,53.816444
81.505066,83.903488,52.030190,53.561264
81.505066,83.903488,52.030190,53.561264
81.668945,83.263290,52.521217,53.546539
81.668945,83.263290,52.521217,53.546539
82.067535,82.864700,52.777550,53.290207
81.751663,81.751663,53.748337,53.748337
81.428894,80.645538,54.726021,54.199547
80.710983,79.934525,55.443932,54.910553
80.377853,78.838760,56.431984,55.351410
80.037811,77.749893,57.426945,55.785362
80.521011,78.219284,56.943729,55.315968
80.762627,78.453987,56.702126,55.081268
81.632904,78.536301,56.486759,54.344028
81.875664,78.769844,56.244003,54.110485
82.361183,79.236946,55.758492,53.643387
82.361183,79.236946,55.758492,53.643387
82.995613,79.078819,55.778969,53.146595
82.995613,79.078819,55.778969,53.146595
83.632355,78.918381,55.797142,52.652119
83.632355,78.918381,55.797142,52.652119
83.632355,78.918381,55.797142,52.652119
83.387299,78.687134,56.042206,52.883358
83.387299,78.687134,56.042206,52.883358
83.142235,78.455894,56.287266,53.114613
83.142235,78.455894,56.287266,53.114613
82.751709,78.846420,56.022877,53.379005
82.603935,79.470497,55.515732,53.409836
81.820580,80.253853,54.989258,53.936310
81.668198,80.882538,54.486717,53.962547
81.275368,81.275368,54.224632,54.224632
79.862175,82.212257,53.673073,55.252495
78.846420,82.751709,53.379005,56.022877
77.445892,83.675934,52.814781,57.063400
76.440491,84.205017,52.510342,57.844139
75.052620,85.116585,51.933460,58.897327
75.888382,85.233444,51.752628,58.125557
76.503250,85.094879,51.792671,57.609207
77.739891,84.810837,51.865860,56.583405
78.361656,84.665375,51.899010,56.073963
79.215836,84.763809,51.699753,55.320610
80.008400,83.971237,52.217018,54.803345
80.566261,82.937057,52.968983,54.527687
81.751663,81.751663,53.748337,53.748337
82.301476,80.725548,54.508358,53.464619
83.089447,79.937584,55.030228,52.942749
84.025185,78.525551,56.059227,52.390034
85.203674,77.347061,56.845490,51.603775
86.129051,75.945381,57.884865,51.040707
87.304092,74.770340,58.674572,50.250996
88.219109,73.379021,59.724308,49.677567
88.219109,73.379021,59.724308,49.677567
88.609642,72.988487,59.988697,49.413185
88.870811,73.203621,59.727520,49.198048
89.262489,72.811943,59.990757,48.934811
89.262489,72.811943,59.990757,48.934811
88.479134,73.595299,59.464283,49.461285
87.695770,74.378662,58.937809,49.987759
87.047516,74.550606,58.931141,50.470734
86.266464,75.331665,58.402367,50.999508
85.485413,76.112717,57.873592,51.528286
83.675934,77.445892,57.063400,52.814781
81.875664,78.769844,56.244003,54.110485
80.084602,80.084602,55.415394,55.415394
78.302757,81.390160,54.577579,56.729515
76.530121,82.686493,53.730553,58.052841
76.373138,83.319778,53.232616,58.074474
76.600922,83.568283,53.004826,57.825962
76.440491,84.205017,52.510342,57.844139
76.667137,84.454689,52.283703,57.594479
76.503250,85.094879,51.792671,57.609207
77.512100,84.562332,52.093651,56.831913
78.525551,84.025185,52.390034,56.059227
79.543602,83.483421,52.681816,55.291161
80.566261,82.937057,52.968983,54.527687
81.593536,82.386116,53.251549,53.768814
82.782394,81.197250,54.027447,52.992916
83.971237,80.008400,54.803345,52.217018
85.160095,78.819550,55.579243,51.441116
86.348946,77.630699,56.355141,50.665226
87.537796,76.441849,57.131035,49.889328
88.073792,75.429535,57.904869,49.591797
88.605186,74.421837,58.683311,49.289661
89.393158,73.633873,59.205181,48.767799
89.917648,72.633087,59.990517,48.458752
90.437531,71.636902,60.780464,48.145103
89.654182,72.420258,60.253994,48.671574
89.262489,72.811943,59.990757,48.934811
88.219109,73.379021,59.724308,49.677567
87.828583,73.769547,59.459915,49.941959
87.047516,74.550606,58.931141,50.470734
86.912415,75.162018,58.411331,50.514233
86.775002,75.775734,57.893833,50.555431
86.635277,76.391747,57.378639,50.594337
86.493256,77.010071,56.865734,50.630932
86.348946,77.630699,56.355141,50.665226
86.348946,77.630699,56.355141,50.665226
86.348946,77.630699,56.355141,50.665226
86.348946,77.630699,56.355141,50.665226
86.348946,77.630699,56.355141,50.665226
86.348946,77.630699,56.355141,50.665226
87.141510,76.838127,56.872402,50.147961
87.537796,76.441849,57.131035,49.889328
88.330368,75.649277,57.648300,49.372059
88.726654,75.252991,57.906933,49.113426
89.519218,74.460426,58.424198,48.596169
89.915504,74.064140,58.682831,48.337536
90.311790,73.667854,58.941463,48.078903
90.708076,73.271568,59.200096,47.820267
91.104355,72.875290,59.458729,47.561634
91.500641,72.479004,59.717361,47.303001
91.104355,72.875290,59.458729,47.561634
90.311790,73.667854,58.941463,48.078903
89.915504,74.064140,58.682831,48.337536
89.122940,74.856705,58.165565,48.854794
88.726654,75.252991,57.906933,49.113426
88.468925,75.034401,58.164654,49.332012
88.468925,75.034401,58.164654,49.332012
87.817230,75.209801,58.161442,49.811535
87.817230,75.209801,58.161442,49.811535
87.560661,74.990074,58.418003,50.031261
88.211205,74.815819,58.422379,49.550594
88.211205,74.815819,58.422379,49.550594
88.864059,74.639267,58.424438,49.072227
88.864059,74.639267,58.424438,49.072227
89.519218,74.460426,58.424198,48.596169
89.519218,74.460426,58.424198,48.596169
89.122940,74.856705,58.165565,48.854794
89.122940,74.856705,58.165565,48.854794
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
88.586937,75.869003,57.391735,49.152325
89.242081,75.690155,57.391495,48.676258
89.499802,75.908745,57.133774,48.457680
90.158417,75.726440,57.130081,47.985062
90.417282,75.943863,56.871212,47.767635
90.676155,76.161293,56.612343,47.550201
90.676155,76.161293,56.612343,47.550201
91.339378,75.974396,56.604050,47.082199
91.339378,75.974396,56.604050,47.082199
91.599396,76.190674,56.344025,46.865913
91.599396,76.190674,56.344025,46.865913
91.339378,75.974396,56.604050,47.082199
91.339378,75.974396,56.604050,47.082199
91.079346,75.758102,56.864067,47.298477
91.079346,75.758102,56.864067,47.298477
90.417282,75.943863,56.871212,47.767635
90.158417,75.726440,57.130081,47.985062
89.757530,76.127327,56.876053,48.239090
89.499802,75.908745,57.133774,48.457680
88.843498,76.088737,57.135166,48.932594
88.843498,76.088737,57.135166,48.932594
88.843498,76.088737,57.135166,48.932594
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
89.381798,75.074135,57.906693,48.637363
89.381798,75.074135,57.906693,48.637363
89.381798,75.074135,57.906693,48.637363
89.381798,75.074135,57.906693,48.637363
89.381798,75.074135,57.906693,48.637363
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.984367,75.471565,57.649216,48.894844
89.242081,75.690155,57.391495,48.676258
89.640671,75.291565,57.647827,48.419933
89.899551,75.509003,57.388954,48.202499
90.158417,75.726440,57.130081,47.985062
90.158417,75.726440,57.130081,47.985062
90.158417,75.726440,57.130081,47.985062
89.899551,75.509003,57.388954,48.202499
89.899551,75.509003,57.388954,48.202499
89.899551,75.509003,57.388954,48.202499
89.640671,75.291565,57.647827,48.419933
89.242081,75.690155,57.391495,48.676258
88.984367,75.471565,57.649216,48.894844
88.586937,75.869003,57.391735,49.152325
88.330368,75.649277,57.648300,49.372059
88.330368,75.649277,57.648300,49.372059
87.934082,76.045563,57.389671,49.630692
87.934082,76.045563,57.389671,49.630692
87.537796,76.441849,57.131035,49.889328
87.537796,76.441849,57.131035,49.889328
87.537796,76.441849,57.131035,49.889328
87.537796,76.441849,57.131035,49.889328
87.792061,76.663872,56.876766,49.667290
87.792061,76.663872,56.876766,49.667290
87.792061,76.663872,56.876766,49.667290
88.189491,76.266441,57.134254,49.409809
88.189491,76.266441,57.134254,49.409809
88.843498,76.088737,57.135166,48.932594
88.843498,76.088737,57.135166,48.932594
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
89.640671,75.291565,57.647827,48.419933
89.899551,75.509003,57.388954,48.202499
90.299286,75.109268,57.644135,47.947319
90.299286,75.109268,57.644135,47.947319
90.299286,75.109268,57.644135,47.947319
89.899551,75.509003,57.388954,48.202499
90.158417,75.726440,57.130081,47.985062
89.757530,76.127327,56.876053,48.239090
89.757530,76.127327,56.876053,48.239090
89.757530,76.127327,56.876053,48.239090
89.499802,75.908745,57.133774,48.457680
89.499802,75.908745,57.133774,48.457680
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
89.242081,75.690155,57.391495,48.676258
88.984367,75.471565,57.649216,48.894844
88.984367,75.471565,57.649216,48.894844
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
88.726654,75.252991,57.906933,49.113426
